house,success,fail,contact_ever,tcp_min_frame,tcp_min_m,tcp_first_lt5cm_frame,grip_first_close_frame,grip_close_during_lt5cm,n_grip_transitions,pregrasp_min_m,final_tcp_m,episode_len,traj
1,0,1,0,2,0.5687,-1,1,0,2,0.5687,0.6212,301,traj_0
1,0,1,0,2,0.2213,-1,18,0,3,0.2213,0.2366,301,traj_1
1,0,1,0,1,0.3357,-1,5,0,3,0.3357,0.4377,301,traj_2
