house_id,sensor_name,link,n_frames,n_valid_frames,valid_frame_ratio,activation_lt_0_50m,activation_lt_0_20m,activation_lt_0_10m,activation_lt_0_05m,near_saturation_lt_0_05m,raw_frame_activation_lt_0_50m,raw_frame_activation_lt_0_20m,raw_frame_activation_lt_0_10m,raw_frame_activation_lt_0_05m,mean_min_depth_m,std_min_depth_m,p05_min_depth_m,p50_min_depth_m,p95_min_depth_m,min_depth_m,median_within_traj_std_m,median_frame_to_frame_abs_diff_m,success_activation_lt_0_20m,failure_activation_lt_0_20m,success_minus_failure_activation_lt_0_20m,phase_approach_n_frames,phase_approach_n_valid_frames,phase_approach_valid_frame_ratio,phase_approach_activation_lt_0_20m,phase_pregrasp_n_frames,phase_pregrasp_n_valid_frames,phase_pregrasp_valid_frame_ratio,phase_pregrasp_activation_lt_0_20m,phase_grasp_lift_n_frames,phase_grasp_lift_n_valid_frames,phase_grasp_lift_valid_frame_ratio,phase_grasp_lift_activation_lt_0_20m,phase_transit_n_frames,phase_transit_n_valid_frames,phase_transit_valid_frame_ratio,phase_transit_activation_lt_0_20m,phase_place_n_frames,phase_place_n_valid_frames,phase_place_valid_frame_ratio,phase_place_activation_lt_0_20m,phase_post_place_n_frames,phase_post_place_n_valid_frames,phase_post_place_valid_frame_ratio,phase_post_place_activation_lt_0_20m,phase_unknown_n_frames,phase_unknown_n_valid_frames,phase_unknown_valid_frame_ratio,phase_unknown_activation_lt_0_20m,phase_spread_active_phase_count,suspicious_self_sensing,suspicious_reason
house_0,link2_sensor_0,link2,282,281,0.9964539007092199,0.298932384341637,0.0,0.0,0.0,0.0,0.30141843971631205,0.0035460992907801418,0.0035460992907801418,0.0035460992907801418,1.0053224125578735,0.5551654194203669,0.28613001108169556,1.0150854587554932,2.0561141967773438,0.2818525433540344,0.5551654194203669,0.004133045673370361,0.0,,,6,5,0.8333333333333334,0.0,47,47,1.0,0.0,58,58,1.0,0.0,23,23,1.0,0.0,32,32,1.0,0.0,83,83,1.0,0.0,33,33,1.0,0.0,0,False,
house_0,link2_sensor_1,link2,282,281,0.9964539007092199,0.0,0.0,0.0,0.0,0.0,0.0035460992907801418,0.0035460992907801418,0.0035460992907801418,0.0035460992907801418,1.2300555691176038,0.4200000242643956,0.7534294128417969,1.1861886978149414,1.9034627676010132,0.7419266700744629,0.4200000242643956,0.0021236836910247803,0.0,,,6,5,0.8333333333333334,0.0,47,47,1.0,0.0,58,58,1.0,0.0,23,23,1.0,0.0,32,32,1.0,0.0,83,83,1.0,0.0,33,33,1.0,0.0,0,False,
house_0,link2_sensor_2,link2,282,281,0.9964539007092199,0.0,0.0,0.0,0.0,0.0,0.0035460992907801418,0.0035460992907801418,0.0035460992907801418,0.0035460992907801418,1.1054826323672122,0.1898087182289947,0.9880425930023193,1.0467021465301514,1.3380982875823975,0.9634659290313721,0.1898087182289947,0.00397646427154541,0.0,,,6,5,0.8333333333333334,0.0,47,47,1.0,0.0,58,58,1.0,0.0,23,23,1.0,0.0,32,32,1.0,0.0,83,83,1.0,0.0,33,33,1.0,0.0,0,False,
house_0,link2_sensor_3,link2,282,281,0.9964539007092199,0.10676156583629894,0.0,0.0,0.0,0.0,0.1099290780141844,0.0035460992907801418,0.0035460992907801418,0.0035460992907801418,0.9766394630657821,0.42816922376513794,0.30335819721221924,0.7661581635475159,1.5719883441925049,0.3030344843864441,0.42816922376513794,0.001498878002166748,0.0,,,6,5,0.8333333333333334,0.0,47,47,1.0,0.0,58,58,1.0,0.0,23,23,1.0,0.0,32,32,1.0,0.0,83,83,1.0,0.0,33,33,1.0,0.0,0,False,
house_0,link2_sensor_4,link2,282,281,0.9964539007092199,0.0,0.0,0.0,0.0,0.0,0.0035460992907801418,0.0035460992907801418,0.0035460992907801418,0.0035460992907801418,1.1854310565996,0.06923547164266847,1.1129399538040161,1.182894229888916,1.3668426275253296,1.0187690258026123,0.06923547164266847,0.002811729907989502,0.0,,,6,5,0.8333333333333334,0.0,47,47,1.0,0.0,58,58,1.0,0.0,23,23,1.0,0.0,32,32,1.0,0.0,83,83,1.0,0.0,33,33,1.0,0.0,0,False,
house_0,link2_sensor_5,link2,282,281,0.9964539007092199,0.0,0.0,0.0,0.0,0.0,0.0035460992907801418,0.0035460992907801418,0.0035460992907801418,0.0035460992907801418,1.244071458582352,0.12619577208427196,1.1203330755233765,1.2200552225112915,1.5061132907867432,1.0944212675094604,0.12619577208427196,0.0026382803916931152,0.0,,,6,5,0.8333333333333334,0.0,47,47,1.0,0.0,58,58,1.0,0.0,23,23,1.0,0.0,32,32,1.0,0.0,83,83,1.0,0.0,33,33,1.0,0.0,0,False,
house_0,link2_sensor_6,link2,282,281,0.9964539007092199,1.0,0.0,0.0,0.0,0.0,1.0,0.0035460992907801418,0.0035460992907801418,0.0035460992907801418,0.3367509574652567,0.07197923232978129,0.2549113929271698,0.30168893933296204,0.43728092312812805,0.2529071569442749,0.07197923232978129,0.0009185075759887695,0.0,,,6,5,0.8333333333333334,0.0,47,47,1.0,0.0,58,58,1.0,0.0,23,23,1.0,0.0,32,32,1.0,0.0,83,83,1.0,0.0,33,33,1.0,0.0,0,False,
house_0,link3_sensor_0,link3,282,281,0.9964539007092199,0.0,0.0,0.0,0.0,0.0,0.0035460992907801418,0.0035460992907801418,0.0035460992907801418,0.0035460992907801418,1.081650340472252,0.3040934213401627,0.7173230648040771,1.0448721647262573,1.6337929964065552,0.7094921469688416,0.3040934213401627,0.002180337905883789,0.0,,,6,5,0.8333333333333334,0.0,47,47,1.0,0.0,58,58,1.0,0.0,23,23,1.0,0.0,32,32,1.0,0.0,83,83,1.0,0.0,33,33,1.0,0.0,0,False,
house_0,link3_sensor_1,link3,282,281,0.9964539007092199,0.0,0.0,0.0,0.0,0.0,0.0035460992907801418,0.0035460992907801418,0.0035460992907801418,0.0035460992907801418,0.9654197130763233,0.25638898783946396,0.6368910074234009,0.9172393679618835,1.3386626243591309,0.6340048909187317,0.25638898783946396,0.002012193202972412,0.0,,,6,5,0.8333333333333334,0.0,47,47,1.0,0.0,58,58,1.0,0.0,23,23,1.0,0.0,32,32,1.0,0.0,83,83,1.0,0.0,33,33,1.0,0.0,0,False,
house_0,link3_sensor_2,link3,282,281,0.9964539007092199,0.0,0.0,0.0,0.0,0.0,0.0035460992907801418,0.0035460992907801418,0.0035460992907801418,0.0035460992907801418,2.122702295245649,0.5218126710060154,1.3772908449172974,2.2727105617523193,2.7409775257110596,1.3581410646438599,0.5218126710060154,0.007501482963562012,0.0,,,6,5,0.8333333333333334,0.0,47,47,1.0,0.0,58,58,1.0,0.0,23,23,1.0,0.0,32,32,1.0,0.0,83,83,1.0,0.0,33,33,1.0,0.0,0,False,
house_0,link3_sensor_3,link3,282,281,0.9964539007092199,0.0,0.0,0.0,0.0,0.0,0.0035460992907801418,0.0035460992907801418,0.0035460992907801418,0.0035460992907801418,1.210796316111215,0.3981658512717222,0.6027870774269104,1.2599374055862427,1.824911117553711,0.6002211570739746,0.3981658512717222,0.0025731325149536133,0.0,,,6,5,0.8333333333333334,0.0,47,47,1.0,0.0,58,58,1.0,0.0,23,23,1.0,0.0,32,32,1.0,0.0,83,83,1.0,0.0,33,33,1.0,0.0,0,False,
house_0,link3_sensor_4,link3,282,281,0.9964539007092199,0.0,0.0,0.0,0.0,0.0,0.0035460992907801418,0.0035460992907801418,0.0035460992907801418,0.0035460992907801418,1.0903565690610757,0.23393584702887257,0.6325754523277283,1.1532378196716309,1.4432023763656616,0.6306291222572327,0.23393584702887257,0.0034062862396240234,0.0,,,6,5,0.8333333333333334,0.0,47,47,1.0,0.0,58,58,1.0,0.0,23,23,1.0,0.0,32,32,1.0,0.0,83,83,1.0,0.0,33,33,1.0,0.0,0,False,
house_0,link3_sensor_5,link3,282,281,0.9964539007092199,0.0,0.0,0.0,0.0,0.0,0.0035460992907801418,0.0035460992907801418,0.0035460992907801418,0.0035460992907801418,1.1044309890142963,0.14039442950618333,0.7731959819793701,1.119910478591919,1.2838906049728394,0.7685650587081909,0.14039442950618333,0.0030464529991149902,0.0,,,6,5,0.8333333333333334,0.0,47,47,1.0,0.0,58,58,1.0,0.0,23,23,1.0,0.0,32,32,1.0,0.0,83,83,1.0,0.0,33,33,1.0,0.0,0,False,
house_0,link3_sensor_6,link3,282,281,0.9964539007092199,0.0,0.0,0.0,0.0,0.0,0.0035460992907801418,0.0035460992907801418,0.0035460992907801418,0.0035460992907801418,1.1195042324235855,0.09139499608402318,0.9903964996337891,1.0871673822402954,1.2804898023605347,0.9777238965034485,0.09139499608402318,0.002348184585571289,0.0,,,6,5,0.8333333333333334,0.0,47,47,1.0,0.0,58,58,1.0,0.0,23,23,1.0,0.0,32,32,1.0,0.0,83,83,1.0,0.0,33,33,1.0,0.0,0,False,
house_0,link3_sensor_7,link3,282,281,0.9964539007092199,0.49110320284697506,0.0,0.0,0.0,0.0,0.4929078014184397,0.0035460992907801418,0.0035460992907801418,0.0035460992907801418,0.44812898809799523,0.13172865722105437,0.2480938732624054,0.5094448328018188,0.569990873336792,0.2480260580778122,0.13172865722105437,0.00016137957572937012,0.0,,,6,5,0.8333333333333334,0.0,47,47,1.0,0.0,58,58,1.0,0.0,23,23,1.0,0.0,32,32,1.0,0.0,83,83,1.0,0.0,33,33,1.0,0.0,0,False,
house_0,link5_sensor_0,link5,282,281,0.9964539007092199,0.0,0.0,0.0,0.0,0.0,0.0035460992907801418,0.0035460992907801418,0.0035460992907801418,0.0035460992907801418,1.6335802833380648,0.3347649790652789,1.2287534475326538,1.5817245244979858,2.15313982963562,1.146518349647522,0.3347649790652789,0.008634626865386963,0.0,,,6,5,0.8333333333333334,0.0,47,47,1.0,0.0,58,58,1.0,0.0,23,23,1.0,0.0,32,32,1.0,0.0,83,83,1.0,0.0,33,33,1.0,0.0,0,False,
house_0,link5_sensor_1,link5,282,281,0.9964539007092199,0.0,0.0,0.0,0.0,0.0,0.0035460992907801418,0.0035460992907801418,0.0035460992907801418,0.0035460992907801418,1.563781156658702,0.3135095129202589,1.2474843263626099,1.4697623252868652,2.153853178024292,1.1705141067504883,0.3135095129202589,0.009559094905853271,0.0,,,6,5,0.8333333333333334,0.0,47,47,1.0,0.0,58,58,1.0,0.0,23,23,1.0,0.0,32,32,1.0,0.0,83,83,1.0,0.0,33,33,1.0,0.0,0,False,
house_0,link5_sensor_2,link5,282,281,0.9964539007092199,0.0,0.0,0.0,0.0,0.0,0.0035460992907801418,0.0035460992907801418,0.0035460992907801418,0.0035460992907801418,1.444501436053646,0.26007793488574044,1.164670467376709,1.3854172229766846,2.025960922241211,1.128501296043396,0.26007793488574044,0.0072817206382751465,0.0,,,6,5,0.8333333333333334,0.0,47,47,1.0,0.0,58,58,1.0,0.0,23,23,1.0,0.0,32,32,1.0,0.0,83,83,1.0,0.0,33,33,1.0,0.0,0,False,
house_0,link5_sensor_3,link5,282,281,0.9964539007092199,0.0,0.0,0.0,0.0,0.0,0.0035460992907801418,0.0035460992907801418,0.0035460992907801418,0.0035460992907801418,0.9361404602637918,0.2181884782388788,0.6840246915817261,0.8983518481254578,1.2758427858352661,0.6571139097213745,0.2181884782388788,0.0031578242778778076,0.0,,,6,5,0.8333333333333334,0.0,47,47,1.0,0.0,58,58,1.0,0.0,23,23,1.0,0.0,32,32,1.0,0.0,83,83,1.0,0.0,33,33,1.0,0.0,0,False,
house_0,link5_sensor_4,link5,282,281,0.9964539007092199,0.0,0.0,0.0,0.0,0.0,0.0035460992907801418,0.0035460992907801418,0.0035460992907801418,0.0035460992907801418,1.2869771685040294,0.2364661994613087,1.0172053575515747,1.2249386310577393,1.7432358264923096,0.6556954979896545,0.2364661994613087,0.009751737117767334,0.0,,,6,5,0.8333333333333334,0.0,47,47,1.0,0.0,58,58,1.0,0.0,23,23,1.0,0.0,32,32,1.0,0.0,83,83,1.0,0.0,33,33,1.0,0.0,0,False,
house_0,link5_sensor_5,link5,282,281,0.9964539007092199,0.0,0.0,0.0,0.0,0.0,0.0035460992907801418,0.0035460992907801418,0.0035460992907801418,0.0035460992907801418,1.3820623732122237,0.23169436932215756,1.1075506210327148,1.3351893424987793,1.8736507892608643,1.0702202320098877,0.23169436932215756,0.00738525390625,0.0,,,6,5,0.8333333333333334,0.0,47,47,1.0,0.0,58,58,1.0,0.0,23,23,1.0,0.0,32,32,1.0,0.0,83,83,1.0,0.0,33,33,1.0,0.0,0,False,
house_0,link6_sensor_0,link6,282,281,0.9964539007092199,0.6868327402135231,0.46619217081850534,0.27402135231316727,0.03914590747330961,0.03914590747330961,0.6879432624113475,0.46808510638297873,0.2765957446808511,0.0425531914893617,0.46755731541968326,0.47084488964707727,0.05962364375591278,0.21666882932186127,1.2440813779830933,0.04255282133817673,0.47084488964707727,0.003676101565361023,0.46619217081850534,,,6,5,0.8333333333333334,0.2,47,47,1.0,0.3829787234042553,58,58,1.0,0.6206896551724138,23,23,1.0,0.5217391304347826,32,32,1.0,1.0,83,83,1.0,0.3855421686746988,33,33,1.0,0.0,5,True,activation_spread_across_many_phases
house_0,link6_sensor_1,link6,282,281,0.9964539007092199,0.4483985765124555,0.18861209964412812,0.03202846975088968,0.0,0.0,0.450354609929078,0.19148936170212766,0.03546099290780142,0.0035460992907801418,0.6023420710580629,0.3229792444203698,0.14506609737873077,0.5687339305877686,1.0159633159637451,0.06457192450761795,0.3229792444203698,0.003941819071769714,0.18861209964412812,,,6,5,0.8333333333333334,0.0,47,47,1.0,0.3191489361702128,58,58,1.0,0.5,23,23,1.0,0.0,32,32,1.0,0.0,83,83,1.0,0.10843373493975904,33,33,1.0,0.0,2,False,
house_0,link6_sensor_2,link6,282,281,0.9964539007092199,0.36298932384341637,0.08540925266903915,0.05338078291814947,0.017793594306049824,0.017793594306049824,0.36524822695035464,0.08865248226950355,0.05673758865248227,0.02127659574468085,0.7805295235931449,0.415554515599765,0.07719797641038895,0.9343760013580322,1.5431586503982544,0.04243431240320206,0.415554515599765,0.005180239677429199,0.08540925266903915,,,6,5,0.8333333333333334,0.4,47,47,1.0,0.19148936170212766,58,58,1.0,0.0,23,23,1.0,0.0,32,32,1.0,0.3125,83,83,1.0,0.03614457831325301,33,33,1.0,0.0,1,False,
house_0,link6_sensor_3,link6,282,281,0.9964539007092199,0.0,0.0,0.0,0.0,0.0,0.0035460992907801418,0.0035460992907801418,0.0035460992907801418,0.0035460992907801418,1.0283214835933943,0.1552786095609197,0.774213433265686,0.9543477892875671,1.2593239545822144,0.7320393919944763,0.1552786095609197,0.0029408633708953857,0.0,,,6,5,0.8333333333333334,0.0,47,47,1.0,0.0,58,58,1.0,0.0,23,23,1.0,0.0,32,32,1.0,0.0,83,83,1.0,0.0,33,33,1.0,0.0,0,False,
house_0,link6_sensor_4,link6,282,281,0.9964539007092199,0.03202846975088968,0.017793594306049824,0.017793594306049824,0.010676156583629894,0.010676156583629894,0.03546099290780142,0.02127659574468085,0.02127659574468085,0.014184397163120567,1.056358337004626,0.2416291658819306,0.6707742214202881,1.0342217683792114,1.5051041841506958,0.048286065459251404,0.2416291658819306,0.00555083155632019,0.017793594306049824,,,6,5,0.8333333333333334,0.4,47,47,1.0,0.0,58,58,1.0,0.0,23,23,1.0,0.0,32,32,1.0,0.0,83,83,1.0,0.03614457831325301,33,33,1.0,0.0,0,False,
house_0,link6_sensor_5,link6,282,281,0.9964539007092199,0.398576512455516,0.1387900355871886,0.1387900355871886,0.12811387900355872,0.12811387900355872,0.40070921985815605,0.14184397163120568,0.14184397163120568,0.13120567375886524,0.6749060643154107,0.39158786471982027,0.04245104640722275,0.762660026550293,1.081336498260498,0.04232713207602501,0.39158786471982027,0.00394091010093689,0.1387900355871886,,,6,5,0.8333333333333334,1.0,47,47,1.0,0.0,58,58,1.0,0.0,23,23,1.0,0.0,32,32,1.0,0.59375,83,83,1.0,0.18072289156626506,33,33,1.0,0.0,1,False,
